Date,AAPL,GS,TSLA
2021-12-31,177.57000732421875,382.54998779296875,352.260009765625
2022-01-03,182.00999450683594,395.3299865722656,399.9266662597656
2022-01-04,179.6999969482422,407.4800109863281,383.1966552734375
2022-01-05,174.9199981689453,398.6300048828125,362.7066650390625
2022-01-06,172.0,396.92999267578125,354.8999938964844
2022-01-07,172.1699981689453,397.510009765625,342.32000732421875
2022-01-10,172.19000244140625,399.1700134277344,352.7066650390625
2022-01-11,175.0800018310547,403.04998779296875,354.79998779296875
2022-01-12,175.52999877929688,390.30999755859375,368.739990234375
2022-01-13,172.19000244140625,390.79998779296875,343.85333251953125
2022-01-14,173.07000732421875,380.94000244140625,349.8699951171875
2022-01-18,169.8000030517578,354.3999938964844,343.5033264160156
2022-01-19,166.22999572753906,347.32000732421875,331.8833312988281
2022-01-20,164.50999450683594,348.1000061035156,332.0899963378906
2022-01-21,162.41000366210938,343.9100036621094,314.6333312988281
2022-01-24,161.6199951171875,343.3900146484375,310.0
2022-01-25,159.77999877929688,341.54998779296875,306.1333312988281
2022-01-26,159.69000244140625,342.67999267578125,312.4700012207031
2022-01-27,159.22000122070312,341.0299987792969,276.3666687011719
2022-01-28,170.3300018310547,347.010009765625,282.1166687011719
2022-01-31,174.77999877929688,354.67999267578125,312.239990234375
2022-02-01,174.61000061035156,364.05999755859375,310.4166564941406
2022-02-02,175.83999633789062,363.05999755859375,301.88665771484375
2022-02-03,172.89999389648438,358.8800048828125,297.0466613769531
2022-02-04,172.38999938964844,367.6000061035156,307.7733459472656
2022-02-07,171.66000366210938,368.1499938964844,302.4466552734375
2022-02-08,174.8300018310547,370.1000061035156,307.3333435058594
2022-02-09,176.27999877929688,374.5299987792969,310.6666564941406
2022-02-10,172.1199951171875,370.57000732421875,301.51666259765625
2022-02-11,168.63999938964844,363.05999755859375,286.6666564941406
2022-02-14,168.8800048828125,360.239990234375,291.9200134277344
2022-02-15,172.7899932861328,363.94000244140625,307.4766540527344
2022-02-16,172.5500030517578,360.04998779296875,307.7966613769531
2022-02-17,168.8800048828125,349.05999755859375,292.1166687011719
2022-02-18,167.3000030517578,346.0400085449219,285.6600036621094
2022-02-22,164.32000732421875,344.2699890136719,273.84332275390625
2022-02-23,160.07000732421875,341.19000244140625,254.67999267578125
2022-02-24,162.74000549316406,340.19000244140625,266.92333984375
2022-02-25,164.85000610351562,350.1199951171875,269.9566650390625
2022-02-28,165.1199951171875,341.2900085449219,290.1433410644531
2022-03-01,163.1999969482422,328.20001220703125,288.1233215332031
2022-03-02,166.55999755859375,336.3800048828125,293.2966613769531
2022-03-03,166.22999572753906,333.4200134277344,279.7633361816406
2022-03-04,163.1699981689453,329.6700134277344,279.42999267578125
2022-03-07,159.3000030517578,321.8900146484375,268.1933288574219
2022-03-08,157.44000244140625,321.3699951171875,274.79998779296875
2022-03-09,162.9499969482422,333.5899963378906,286.3233337402344
2022-03-10,158.52000427246094,329.8999938964844,279.4333190917969
2022-03-11,154.72999572753906,327.0,265.1166687011719
2022-03-14,150.6199951171875,324.9800109863281,255.4566650390625
2022-03-15,155.08999633789062,329.1600036621094,267.2966613769531
2022-03-16,159.58999633789062,340.760009765625,280.07666015625
2022-03-17,160.6199951171875,343.2699890136719,290.5333251953125
2022-03-18,163.97999572753906,345.3800048828125,301.7966613769531
2022-03-21,165.3800048828125,339.0,307.0533447265625
2022-03-22,168.82000732421875,343.010009765625,331.32666015625
2022-03-23,170.2100067138672,335.6099853515625,333.03668212890625
2022-03-24,174.07000732421875,336.2300109863281,337.97332763671875
2022-03-25,174.72000122070312,337.489990234375,336.8800048828125
2022-03-28,175.60000610351562,335.29998779296875,363.9466552734375
2022-03-29,178.9600067138672,339.6600036621094,366.5233459472656
2022-03-30,177.77000427246094,335.5899963378906,364.663330078125
2022-03-31,174.61000061035156,330.1000061035156,359.20001220703125
2022-04-01,174.30999755859375,330.2200012207031,361.5299987792969
2022-04-04,178.44000244140625,328.2099914550781,381.8166809082031
2022-04-05,175.05999755859375,323.9599914550781,363.7533264160156
2022-04-06,171.8300018310547,316.260009765625,348.586669921875
2022-04-07,172.13999938964844,314.1499938964844,352.4200134277344
2022-04-08,170.08999633789062,321.3900146484375,341.8299865722656
2022-04-11,165.75,320.760009765625,325.30999755859375
2022-04-12,167.66000366210938,319.7799987792969,328.98333740234375
2022-04-13,170.39999389648438,321.9700012207031,340.7900085449219
2022-04-14,165.2899932861328,321.6400146484375,328.3333435058594
2022-04-18,165.07000732421875,329.8800048828125,334.7633361816406
2022-04-19,167.39999389648438,335.95001220703125,342.7166748046875
2022-04-20,167.22999572753906,341.05999755859375,325.73333740234375
2022-04-21,166.4199981689453,334.29998779296875,336.260009765625
2022-04-22,161.7899932861328,319.7699890136719,335.01666259765625
2022-04-25,162.8800048828125,321.4200134277344,332.67333984375
2022-04-26,156.8000030517578,313.1199951171875,292.1400146484375
2022-04-27,156.57000732421875,313.2300109863281,293.836669921875
2022-04-28,163.63999938964844,318.4100036621094,292.5033264160156
2022-04-29,157.64999389648438,305.489990234375,290.2533264160156
2022-05-02,157.9600067138672,310.4200134277344,300.9800109863281
2022-05-03,159.47999572753906,314.6600036621094,303.0833435058594
2022-05-04,166.02000427246094,324.1099853515625,317.5400085449219
2022-05-05,156.77000427246094,313.07000732421875,291.09332275390625
2022-05-06,157.27999877929688,312.9599914550781,288.54998779296875
2022-05-09,152.05999755859375,308.8900146484375,262.3699951171875
2022-05-10,154.50999450683594,305.05999755859375,266.67999267578125
2022-05-11,146.5,301.54998779296875,244.6666717529297
2022-05-12,142.55999755859375,299.4100036621094,242.6666717529297
2022-05-13,147.11000061035156,306.989990234375,256.5299987792969
2022-05-16,145.5399932861328,303.44000244140625,241.4566650390625
2022-05-17,149.24000549316406,312.9700012207031,253.8699951171875
2022-05-18,140.82000732421875,306.7300109863281,236.60333251953125
2022-05-19,137.35000610351562,308.20001220703125,236.47332763671875
2022-05-20,137.58999633789062,306.79998779296875,221.3000030517578
2022-05-23,143.11000061035156,316.6099853515625,224.96665954589844
2022-05-24,140.36000061035156,313.95001220703125,209.3866729736328
2022-05-25,140.52000427246094,314.8999938964844,219.60000610351562
2022-05-26,143.77999877929688,323.6300048828125,235.91000366210938
2022-05-27,149.63999938964844,328.5799865722656,253.2100067138672
2022-05-31,148.83999633789062,326.8500061035156,252.75332641601562
2022-06-01,148.7100067138672,321.8500061035156,246.7899932861328
2022-06-02,151.2100067138672,324.25,258.3333435058594
2022-06-03,145.3800048828125,318.67999267578125,234.51666259765625
2022-06-06,146.13999938964844,320.510009765625,238.27999877929688
2022-06-07,148.7100067138672,321.510009765625,238.8866729736328
2022-06-08,147.9600067138672,314.67999267578125,241.86666870117188
2022-06-09,142.63999938964844,304.2200012207031,239.7066650390625
2022-06-10,137.1300048828125,287.0199890136719,232.22999572753906
2022-06-13,131.8800048828125,283.32000732421875,215.73666381835938
2022-06-14,132.75999450683594,282.5400085449219,220.88999938964844
2022-06-15,135.42999267578125,290.07000732421875,233.0
2022-06-16,130.05999755859375,284.9800109863281,213.10000610351562
2022-06-17,131.55999755859375,279.7900085449219,216.75999450683594
2022-06-21,135.8699951171875,284.80999755859375,237.0366668701172
2022-06-22,135.35000610351562,284.5400085449219,236.086669921875
2022-06-23,138.27000427246094,286.1700134277344,235.07000732421875
2022-06-24,141.66000366210938,302.75,245.7066650390625
2022-06-27,141.66000366210938,300.7799987792969,244.9199981689453
2022-06-28,137.44000244140625,299.489990234375,232.663330078125
2022-06-29,139.22999572753906,303.2799987792969,228.49000549316406
2022-06-30,136.72000122070312,297.0199890136719,224.47332763671875
2022-07-01,138.92999267578125,299.2300109863281,227.26333618164062
2022-07-05,141.55999755859375,297.20001220703125,233.06666564941406
2022-07-06,142.9199981689453,293.760009765625,231.73333740234375
2022-07-07,146.35000610351562,298.6000061035156,244.5433349609375
2022-07-08,147.0399932861328,296.4700012207031,250.76333618164062
2022-07-11,144.8699951171875,293.17999267578125,234.3433380126953
2022-07-12,145.86000061035156,292.5299987792969,233.07000732421875
2022-07-13,145.49000549316406,290.1499938964844,237.0399932861328
2022-07-14,148.47000122070312,281.5899963378906,238.31333923339844
2022-07-15,150.1699981689453,293.8699951171875,240.06666564941406
2022-07-18,147.07000732421875,301.260009765625,240.54666137695312
2022-07-19,151.0,318.04998779296875,245.52999877929688
2022-07-20,153.0399932861328,321.45001220703125,247.5
2022-07-21,155.35000610351562,326.5400085449219,271.7066650390625
2022-07-22,154.08999633789062,323.92999267578125,272.24334716796875
2022-07-25,152.9499969482422,324.1199951171875,268.4333190917969
2022-07-26,151.60000610351562,318.54998779296875,258.8599853515625
2022-07-27,156.7899932861328,324.5400085449219,274.82000732421875
2022-07-28,157.35000610351562,329.1099853515625,280.8999938964844
2022-07-29,162.50999450683594,333.3900146484375,297.1499938964844
2022-08-01,161.50999450683594,332.0799865722656,297.27667236328125
2022-08-02,160.00999450683594,327.8800048828125,300.586669921875
2022-08-03,166.1300048828125,333.1700134277344,307.39666748046875
2022-08-04,165.80999755859375,331.8699951171875,308.6333312988281
2022-08-05,165.35000610351562,334.6700134277344,288.1700134277344
2022-08-08,164.8699951171875,334.67999267578125,290.42333984375
2022-08-09,164.9199981689453,336.6199951171875,283.3333435058594
2022-08-10,169.24000549316406,347.9100036621094,294.3566589355469
2022-08-11,168.49000549316406,351.67999267578125,286.6300048828125
2022-08-12,172.10000610351562,353.82000732421875,300.0299987792969
2022-08-15,173.19000244140625,355.8500061035156,309.32000732421875
2022-08-16,173.02999877929688,354.9700012207031,306.5633239746094
2022-08-17,174.5500030517578,353.739990234375,303.9966735839844
2022-08-18,174.14999389648438,354.5199890136719,302.8699951171875
2022-08-19,171.52000427246094,349.2699890136719,296.6666564941406
2022-08-22,167.57000732421875,342.4200134277344,289.913330078125
2022-08-23,167.22999572753906,340.17999267578125,296.4533386230469
2022-08-24,167.52999877929688,341.94000244140625,297.0966796875
2022-08-25,170.02999877929688,346.489990234375,296.07000732421875
2022-08-26,163.6199951171875,336.3999938964844,288.0899963378906
2022-08-29,161.3800048828125,333.9200134277344,284.82000732421875
2022-08-30,158.91000366210938,333.6300048828125,277.70001220703125
2022-08-31,157.22000122070312,332.6700134277344,275.6099853515625
2022-09-01,157.9600067138672,333.5,277.1600036621094
2022-09-02,155.80999755859375,331.4800109863281,270.2099914550781
2022-09-06,154.52999877929688,326.489990234375,274.4200134277344
2022-09-07,155.9600067138672,330.55999755859375,283.70001220703125
2022-09-08,154.4600067138672,335.3800048828125,289.260009765625
2022-09-09,157.3699951171875,340.1000061035156,299.67999267578125
2022-09-12,163.42999267578125,342.5799865722656,304.4200134277344
2022-09-13,153.83999633789062,328.3900146484375,292.1300048828125
2022-09-14,155.30999755859375,327.260009765625,302.6099853515625
2022-09-15,152.3699951171875,331.6199951171875,303.75
2022-09-16,150.6999969482422,326.2099914550781,303.3500061035156
2022-09-19,154.47999572753906,328.6600036621094,309.07000732421875
2022-09-20,156.89999389648438,323.260009765625,308.7300109863281
2022-09-21,153.72000122070312,320.7099914550781,300.79998779296875
2022-09-22,152.74000549316406,312.9200134277344,288.5899963378906
2022-09-23,150.42999267578125,301.9700012207031,275.3299865722656
2022-09-26,150.77000427246094,294.6199951171875,276.010009765625
2022-09-27,151.75999450683594,291.3800048828125,282.94000244140625
